dbn,school_name,school_type,enrollment,rigorous_instruction,collab_teachers,support_environ,effective_school_leadership,strong_fam_community_ties,trust,english_language_learners,students_disabilities,self_contained,economic_need_index,temp_housing,hra_eligible,asian,black,hispanic,white,teachers_3_or_more_yrs_exp,student_attendance_rate,chronically_absent,teacher_attendance_rate
01M015,P.S. 015 Roberto Clemente,Elementary,161,0.85,0.9,0.83,0.96,0.97,0.94,0.05,0.23,0.006,0.889,0.398,0.77,0.124,0.28,0.553,0.037,0.64,0.928,0.227,0.974
01M019,P.S. 019 Asher Levy,Elementary,239,0.87,0.92,0.85,0.9,0.98,0.91,0.033,0.427,0.113,0.687,0.155,0.548,0.059,0.218,0.623,0.067,0.75,0.909,0.343,0.966
01M020,P.S. 020 Anna Silver,Elementary,439,0.7,0.77,0.74,0.8,0.95,0.86,0.144,0.264,0.093,0.772,0.164,0.647,0.289,0.13,0.506,0.036,0.667,0.925,0.296,0.966
01M034,P.S. 034 Franklin D. Roosevelt,K-8,288,0.74,0.66,0.64,0.66,0.94,0.76,0.076,0.392,0.028,0.949,0.295,0.875,0.028,0.33,0.601,0.028,0.545,0.885,0.455,0.968
01M063,The STAR Academy - P.S.63,Elementary,207,0.8,0.86,0.87,0.9,0.96,0.92,0.019,0.362,0.019,0.76,0.261,0.623,0.019,0.213,0.652,0.082,0.591,0.908,0.347,0.967
01M064,P.S. 064 Robert Simon,Elementary,204,0.9,0.94,0.86,0.95,0.97,0.95,0.029,0.304,0.025,0.9,0.24,0.784,0.034,0.176,0.711,0.059,0.75,0.89,0.456,0.973
01M110,P.S. 110 Florence Nightingale,Elementary,338,0.71,0.79,0.75,0.85,0.94,0.86,0.024,0.127,0.012,0.591,0.154,0.423,0.151,0.107,0.447,0.26,0.708,0.941,0.229,0.974
01M134,P.S. 134 Henrietta Szold,Elementary,267,0.69,0.61,0.57,0.64,0.91,0.77,0.09,0.449,0.146,0.915,0.221,0.869,0.097,0.255,0.607,0.03,0.839,0.893,0.455,0.962
01M140,P.S. 140 Nathan Straus,K-8,373,0.77,0.83,0.67,0.88,0.93,0.89,0.115,0.381,0.164,0.897,0.257,0.812,0.046,0.137,0.791,0.027,0.75,0.886,0.463,0.964
01M142,P.S. 142 Amalia Castro,Elementary,302,0.74,0.79,0.69,0.83,0.96,0.84,0.086,0.404,0.119,0.906,0.354,0.801,0.023,0.152,0.795,0.01,0.575,0.909,0.349,0.976
01M184,P.S. 184m Shuang Wen,K-8,642,0.7,0.67,0.69,0.6,0.92,0.8,0.154,0.167,0.016,0.676,0.131,0.519,0.701,0.042,0.129,0.072,0.577,0.976,0.046,0.982
01M188,P.S. 188 The Island School,K-8,391,0.98,0.98,0.99,0.97,0.97,0.98,0.077,0.373,0.107,0.968,0.458,0.903,0.015,0.327,0.621,0.031,0.795,0.878,0.486,0.961
01M315,The East Village Community School,Elementary,297,0.82,0.85,0.81,0.83,0.99,0.88,0.017,0.172,0.007,0.365,0.037,0.232,0.088,0.047,0.226,0.586,0.75,0.947,0.16,0.97
01M332,University Neighborhood Middle School,Middle,209,0.81,0.91,0.69,0.9,0.89,0.91,0.033,0.45,0.115,0.812,0.191,0.727,0.086,0.191,0.627,0.086,0.571,0.915,0.284,0.986
01M361,The Children's Workshop School,Elementary,284,0.9,0.95,0.91,0.97,0.97,0.96,0.039,0.271,0.007,0.532,0.106,0.387,0.095,0.102,0.405,0.352,0.815,0.917,0.258,0.976
01M363,Neighborhood School,Elementary,270,0.88,0.85,0.89,0.82,0.96,0.9,0.015,0.256,0.004,0.459,0.074,0.326,0.067,0.093,0.374,0.419,0.8,0.935,0.195,0.975
01M364,Earth School,Elementary,314,0.84,0.95,0.91,0.88,0.98,0.92,0.067,0.318,0.013,0.577,0.169,0.452,0.07,0.111,0.404,0.338,0.871,0.931,0.213,0.981
01M378,School for Global Leaders,Middle,250,0.89,0.9,0.86,0.92,0.95,0.94,0.1,0.388,0.096,0.848,0.232,0.748,0.128,0.236,0.564,0.04,0.543,0.891,0.41,0.966
01M450,East Side Community School,Middle,310,0.9,0.95,0.84,0.95,0.97,0.95,0.01,0.31,0.032,0.605,0.119,0.435,0.103,0.132,0.555,0.187,0.811,0.955,0.083,0.975
01M539,"New Explorations into Science, Technology and Math",K-8,1139,0.83,0.75,0.71,0.77,0.92,0.82,0.023,0.054,0.002,0.194,0.01,0.101,0.367,0.04,0.076,0.414,0.738,0.964,0.047,0.965
01M839,Tompkins Square Middle School,Middle,362,0.84,0.85,0.78,0.85,0.94,0.89,0.019,0.276,0.003,0.669,0.124,0.541,0.215,0.124,0.412,0.21,0.935,0.95,0.138,0.968
02M001,P.S. 001 Alfred E. Smith,Elementary,266,0.79,0.87,0.76,0.83,0.96,0.92,0.211,0.316,0.041,0.842,0.086,0.771,0.504,0.177,0.289,0.019,0.963,0.946,0.17,0.97
02M002,P.S. 002 Meyer London,Elementary,463,0.84,0.88,0.86,0.91,0.96,0.94,0.33,0.242,0.052,0.908,0.248,0.823,0.769,0.082,0.14,0.009,0.936,0.965,0.122,0.968
02M003,P.S. 003 Charrette School,Elementary,677,0.88,0.91,0.9,0.93,0.97,0.97,0.047,0.219,0.003,0.202,0.009,0.143,0.092,0.055,0.164,0.631,0.86,0.934,0.21,0.962
02M006,P.S. 006 Lillie D. Blake,Elementary,588,0.9,0.87,0.91,0.86,0.97,0.87,0.037,0.184,0.005,0.079,0.005,0.039,0.165,0.026,0.061,0.731,0.762,0.958,0.065,0.973
02M011,P.S. 011 William T. Harris,Elementary,870,0.9,0.91,0.89,0.9,0.97,0.94,0.033,0.161,0.002,0.356,0.056,0.223,0.156,0.057,0.243,0.461,0.814,0.946,0.147,0.982
02M033,P.S. 033 Chelsea Prep,Elementary,599,0.84,0.82,0.74,0.79,0.96,0.88,0.063,0.172,0.038,0.495,0.192,0.429,0.23,0.182,0.295,0.199,0.5,0.93,0.264,0.956
02M040,P.S. 040 Augustus Saint-Gaudens,Elementary,673,0.9,0.87,0.92,0.89,0.98,0.95,0.027,0.174,0.006,0.113,0.01,0.076,0.126,0.016,0.141,0.62,0.829,0.958,0.083,0.962
02M041,P.S. 041 Greenwich Village,Elementary,641,0.91,0.92,0.94,0.89,0.99,0.94,0.017,0.178,0.003,0.086,0.003,0.055,0.073,0.016,0.097,0.685,0.957,0.958,0.04,0.958
02M042,P.S. 042 Benjamin Altman,Elementary,540,0.9,0.97,0.95,0.97,0.97,0.98,0.346,0.193,0.002,0.806,0.1,0.704,0.88,0.013,0.074,0.028,0.784,0.973,0.068,0.965
02M051,P.S. 051 Elias Howe,Elementary,410,0.76,0.86,0.85,0.81,0.97,0.89,0.085,0.259,0.037,0.658,0.254,0.561,0.117,0.154,0.502,0.193,0.657,0.917,0.318,0.966
02M059,P.S. 059 Beekman Hill International,Elementary,578,0.94,0.92,0.96,0.9,0.98,0.93,0.048,0.154,0.005,0.086,0.012,0.047,0.202,0.012,0.102,0.583,0.725,0.956,0.09,0.977
02M077,P.S. 77 Lower Lab School,Elementary,360,0.87,0.8,0.88,0.8,0.97,0.79,0,0.081,0,0.105,0,0.042,0.328,0,0.05,0.506,0.688,0.966,0.019,0.978
02M089,P.S. 89,Elementary,421,0.94,0.93,0.97,0.92,0.97,0.98,0.067,0.173,0,0.108,0.005,0.04,0.185,0.017,0.124,0.591,0.733,0.96,0.044,0.982
02M104,J.H.S. 104 Simon Baruch,Middle,1116,0.8,0.79,0.69,0.79,0.87,0.86,0.048,0.162,0.022,0.417,0.062,0.323,0.348,0.075,0.177,0.35,0.819,0.963,0.094,0.966
02M111,P.S. 111 Adolph S. Ochs,Elementary,365,0.78,0.85,0.76,0.83,0.95,0.9,0.112,0.263,0.063,0.621,0.214,0.523,0.156,0.151,0.482,0.181,0.757,0.916,0.359,0.961
02M114,East Side Middle School,Middle,451,0.86,0.91,0.82,0.95,0.93,0.95,0,0.169,0.002,0.131,0.002,0.086,0.14,0.029,0.118,0.641,0.9,0.972,0.013,0.981
02M116,P.S. 116 Mary Lindley Murray,Elementary,450,0.92,0.94,0.94,0.94,0.97,0.97,0.056,0.187,0.007,0.378,0.138,0.271,0.216,0.1,0.209,0.418,0.946,0.946,0.147,0.963
02M124,P.S. 124 Yung Wing,Elementary,616,0.84,0.83,0.9,0.82,0.97,0.9,0.279,0.125,0.003,0.64,0.07,0.513,0.945,0,0.019,0.013,0.878,0.981,0.019,0.977
02M126,P.S. 126 Jacob August Riis,K-8,691,0.85,0.91,0.81,0.92,0.92,0.93,0.152,0.217,0.003,0.762,0.268,0.661,0.644,0.087,0.172,0.067,0.885,0.969,0.103,0.976
02M130,P.S. 130 Hernando De Soto,Elementary,823,0.9,0.96,0.94,0.95,0.96,0.97,0.166,0.169,0.023,0.564,0.03,0.429,0.88,0.009,0.049,0.029,0.847,0.981,0.028,0.966
02M131,M.S. 131,Middle,401,0.81,0.88,0.73,0.93,0.91,0.94,0.252,0.257,0.077,0.843,0.2,0.771,0.798,0.065,0.112,0.017,0.842,0.973,0.07,0.97
02M150,P.S. 150,Elementary,171,0.97,1,0.99,0.98,0.98,0.97,0.023,0.146,0.006,0.136,0,0.076,0.222,0.006,0.094,0.591,0.9,0.962,0.052,0.954
02M151,Yorkville Community School,Elementary,428,0.94,0.94,0.92,0.94,0.98,0.96,0.047,0.213,0.002,0.414,0.119,0.355,0.061,0.161,0.236,0.486,0.861,0.933,0.208,0.981
02M158,P.S. 158 Bayard Taylor,Elementary,724,0.83,0.87,0.79,0.86,0.96,0.94,0.059,0.16,0.003,0.108,0.015,0.073,0.126,0.022,0.081,0.706,0.596,0.952,0.096,0.974
02M167,J.H.S. 167 Robert F. Wagner,Middle,1379,0.75,0.77,0.64,0.8,0.85,0.86,0.03,0.178,0.016,0.292,0.044,0.229,0.181,0.07,0.162,0.533,0.805,0.957,0.091,0.965
02M177,Yorkville East Middle School,Middle,230,0.85,0.94,0.8,0.93,0.93,0.91,0.013,0.261,0,0.264,0.026,0.204,0.065,0.087,0.23,0.578,0.684,0.949,0.09,0.979
02M183,P.S. 183 Robert L. Stevenson,Elementary,514,0.87,0.88,0.86,0.88,0.99,0.92,0.066,0.179,0.006,0.064,0.004,0.041,0.156,0.025,0.084,0.677,0.789,0.958,0.07,0.969
02M198,P.S. 198 Isador E. Ida Straus,Elementary,432,0.76,0.87,0.83,0.87,0.98,0.93,0.067,0.241,0.009,0.367,0.072,0.301,0.231,0.111,0.218,0.403,0.8,0.946,0.124,0.975
02M212,P.S. 212 Midtown West,Elementary,327,0.91,0.97,0.97,0.97,0.97,0.97,0.024,0.138,0.003,0.277,0.024,0.144,0.147,0.07,0.242,0.471,0.81,0.95,0.156,0.954
02M217,P.S./I.S. 217 Roosevelt Island,K-8,586,0.86,0.91,0.74,0.89,0.96,0.9,0.148,0.15,0.01,0.295,0.032,0.198,0.287,0.14,0.15,0.358,0.714,0.949,0.151,0.966
02M225,Ella Baker School,K-8,286,0.85,0.86,0.7,0.84,0.97,0.88,0.017,0.238,0.007,0.387,0.052,0.227,0.052,0.168,0.329,0.343,0.75,0.929,0.212,0.968
02M234,P.S. 234 Independence School,Elementary,638,0.93,0.94,0.97,0.95,0.97,0.98,0.013,0.179,0.008,0.083,0.003,0.05,0.088,0.017,0.088,0.723,0.667,0.954,0.102,0.968
02M255,M.S. 255 Salk School of Science,Middle,394,0.91,0.96,0.9,0.99,0.95,0.97,0.003,0.155,0,0.145,0.013,0.061,0.183,0.02,0.096,0.619,0.96,0.971,0.028,0.972
02M260,The Clinton School,Middle,293,0.81,0.76,0.71,0.77,0.83,0.86,0,0.143,0,0.164,0.017,0.092,0.15,0.017,0.096,0.648,0.735,0.975,0.014,0.973
02M267,"East Side Elementary School, PS 267",Elementary,414,0.93,0.89,0.95,0.89,0.95,0.91,0.046,0.147,0.002,0.11,0.017,0.075,0.126,0.01,0.104,0.734,0.724,0.953,0.094,0.956
02M276,Battery Park City School,K-8,831,0.81,0.89,0.76,0.89,0.95,0.9,0.032,0.201,0.002,0.147,0.016,0.108,0.203,0.04,0.136,0.531,0.875,0.953,0.086,0.973
02M281,The River School,Elementary,302,0.92,0.94,0.96,0.91,0.98,0.93,0.195,0.175,0.007,0.213,0.046,0.166,0.321,0.093,0.136,0.411,0.654,0.948,0.15,0.98
02M289,I.S. 289,Middle,284,0.86,0.84,0.74,0.88,0.92,0.88,0.049,0.229,0,0.484,0.095,0.398,0.486,0.042,0.148,0.296,0.889,0.968,0.066,0.938
02M290,P.S. 290 Manhattan New School,Elementary,558,0.9,0.8,0.92,0.76,0.96,0.84,0.023,0.17,0,0.092,0.002,0.081,0.108,0.03,0.091,0.713,0.805,0.96,0.056,0.98
02M297,M.S. 297,Middle,561,0.79,0.85,0.66,0.88,0.92,0.87,0.034,0.23,0.007,0.321,0.068,0.242,0.086,0.094,0.23,0.545,0.694,0.941,0.163,0.984
02M312,New York City Lab Middle School for Collaborative,Middle,563,0.86,0.87,0.78,0.86,0.92,0.92,0.016,0.144,0.005,0.383,0.016,0.275,0.639,0.012,0.053,0.233,0.722,0.982,0.023,0.966
02M340,Sixth Avenue Elementary School,Elementary,267,0.93,0.89,0.95,0.94,0.97,0.95,0.015,0.217,0.004,0.137,0.007,0.079,0.086,0.03,0.124,0.629,0.538,0.95,0.107,0.974
02M343,The Peck Slip School,Elementary,432,0.92,0.94,0.96,0.91,0.97,0.93,0.019,0.204,0.002,0.118,0.019,0.09,0.157,0.044,0.137,0.546,0.758,0.956,0.07,0.956
02M347,The 47 American Sign Language & English Lower Scho,K-8,137,0.73,0.62,0.66,0.46,0.89,0.73,0.277,0.569,0,0.844,0.241,0.796,0.029,0.27,0.518,0.153,0.651,0.904,0.432,0.972
02M397,Spruce Street School,K-8,542,0.77,0.87,0.71,0.88,0.96,0.88,0.026,0.225,0.011,0.17,0.03,0.127,0.162,0.041,0.159,0.533,0.816,0.949,0.113,0.982
02M407,Institute for Collaborative Education,Middle,209,0.76,0.78,0.73,0.75,0.93,0.81,0,0.129,0.005,0.316,0.024,0.187,0.081,0.23,0.177,0.459,0.852,0.956,0.067,0.965
02M408,Professional Performing Arts High School,Middle,123,0.77,0.8,0.7,0.84,0.87,0.86,0,0.179,0,0.335,0.024,0.228,0.049,0.146,0.187,0.52,0.862,0.946,0.13,0.967
02M413,School of the Future High School,Middle,304,0.79,0.8,0.75,0.84,0.9,0.83,0.013,0.247,0,0.426,0.069,0.342,0.234,0.115,0.211,0.336,0.745,0.968,0.059,0.973
02M422,Quest to Learn,Middle,167,0.83,0.92,0.71,0.92,0.88,0.91,0.054,0.287,0.006,0.72,0.21,0.635,0.156,0.251,0.437,0.126,0.878,0.907,0.267,0.968
02M442,"Ballet Tech, NYC Public School for Dance",K-8,142,0.82,0.94,0.84,0.98,0.97,0.94,0.028,0.049,0,0.466,0.056,0.352,0.275,0.176,0.246,0.218,0.8,0.965,0.034,0.961
02M527,P.S. 527 - East Side School for Social Action,Elementary,431,0.93,0.95,0.91,0.96,0.98,0.98,0.039,0.183,0.002,0.177,0.039,0.13,0.125,0.039,0.142,0.58,0.733,0.955,0.08,0.978
02M896,Lower Manhattan Community Middle School,Middle,385,0.84,0.91,0.77,0.96,0.96,0.96,0.06,0.294,0.003,0.554,0.068,0.465,0.431,0.101,0.158,0.27,0.813,0.965,0.075,0.95
02M933,City Knoll Middle School,Middle,175,0.64,0.66,0.63,0.58,0.88,0.81,0.114,0.331,0.063,0.768,0.263,0.68,0.08,0.246,0.577,0.057,0.737,0.915,0.308,0.968
03M009,P.S. 009 Sarah Anderson,Elementary,593,0.96,0.95,0.96,0.98,0.97,0.98,0.024,0.196,0,0.19,0.076,0.128,0.084,0.049,0.184,0.59,0.881,0.955,0.11,0.963
03M054,J.H.S. 054 Booker T. Washington,Middle,867,0.88,0.81,0.77,0.92,0.93,0.9,0.012,0.143,0.039,0.234,0.023,0.144,0.116,0.077,0.157,0.564,0.764,0.963,0.052,0.978
03M075,P.S. 075 Emily Dickinson,Elementary,548,0.81,0.8,0.8,0.77,0.97,0.92,0.153,0.431,0.071,0.671,0.181,0.571,0.026,0.215,0.553,0.172,0.744,0.933,0.217,0.972
03M076,P.S. 076 A. Philip Randolph,K-8,405,0.81,0.83,0.83,0.85,0.95,0.92,0.084,0.272,0.049,0.907,0.314,0.837,0.002,0.733,0.225,0.032,0.909,0.892,0.446,0.964
03M084,P.S. 084 Lillian Weber,Elementary,566,0.86,0.92,0.88,0.91,0.94,0.93,0.081,0.191,0.064,0.403,0.08,0.302,0.032,0.076,0.343,0.502,0.68,0.942,0.166,0.972
03M087,P.S. 087 William Sherman,Elementary,880,0.91,0.83,0.91,0.82,0.98,0.9,0.031,0.192,0.01,0.132,0.022,0.074,0.08,0.031,0.143,0.649,0.902,0.954,0.087,0.99
03M145,"P.S. 145, The Bloomingdale School",Elementary,346,0.78,0.79,0.78,0.85,0.96,0.85,0.13,0.318,0.092,0.835,0.283,0.754,0.012,0.257,0.598,0.116,0.568,0.884,0.439,0.977
03M149,P.S. 149 Sojourner Truth,K-8,206,0.78,0.82,0.7,0.86,0.93,0.86,0.194,0.277,0.053,0.932,0.243,0.874,0.044,0.597,0.286,0.049,0.273,0.943,0.15,0.966
03M163,P.S. 163 Alfred E. Smith,Elementary,520,0.8,0.76,0.74,0.74,0.94,0.84,0.058,0.196,0.008,0.503,0.112,0.396,0.063,0.192,0.406,0.281,0.727,0.935,0.227,0.974
03M165,P.S. 165 Robert E. Simon,Elementary,395,0.86,0.87,0.86,0.84,0.96,0.89,0.119,0.203,0.061,0.674,0.218,0.565,0.038,0.134,0.585,0.228,0.718,0.914,0.318,0.961
03M166,P.S. 166 The Richard Rodgers School of The Arts an,Elementary,638,0.88,0.73,0.86,0.66,0.96,0.73,0.024,0.089,0.003,0.15,0.019,0.11,0.124,0.042,0.168,0.572,0.868,0.961,0.065,0.966
03M180,P.S. 180 Hugo Newman,K-8,430,0.68,0.77,0.6,0.76,0.94,0.77,0.091,0.233,0.03,0.728,0.165,0.64,0.03,0.53,0.293,0.086,0.605,0.906,0.308,0.966
03M185,The Locke School of Arts and Engineering,Elementary,300,0.81,0.83,0.81,0.9,0.96,0.87,0.063,0.257,0.11,0.865,0.117,0.797,0.023,0.583,0.333,0.03,0.629,0.913,0.324,0.976
03M191,The Riverside School for Makers and Artists,K-8,475,0.75,0.75,0.69,0.72,0.96,0.85,0.082,0.278,0.101,0.753,0.219,0.669,0.057,0.345,0.488,0.086,0.698,0.903,0.375,0.966
03M199,P.S. 199 Jessie Isador Straus,Elementary,822,0.93,0.93,0.96,0.87,0.97,0.88,0.027,0.187,0.018,0.127,0.013,0.074,0.161,0.045,0.094,0.625,0.849,0.959,0.071,0.951
03M241,STEM Institute of Manhattan,Elementary,133,0.59,0.51,0.59,0.65,0.89,0.66,0.15,0.353,0.083,0.882,0.226,0.827,0.038,0.504,0.361,0.09,0.611,0.92,0.299,0.969
03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,121,0.75,0.79,0.69,0.82,0.94,0.9,0.083,0.38,0.058,0.842,0.298,0.769,0,0.603,0.347,0.008,0.842,0.905,0.388,0.961
03M243,M.S. 243 Center School,Middle,241,0.94,0.95,0.9,0.95,0.94,0.95,0,0.187,0,0.208,0.017,0.112,0.062,0.137,0.191,0.548,0.929,0.971,0.012,1
03M245,M.S. M245 The Computer School,Middle,403,0.91,0.91,0.82,0.93,0.93,0.92,0.017,0.216,0.015,0.335,0.042,0.243,0.077,0.127,0.29,0.444,0.963,0.961,0.059,0.98
03M247,M.S. M247 Dual Language Middle School,Middle,220,0.87,0.84,0.83,0.9,0.98,0.92,0.25,0.264,0.005,0.856,0.159,0.805,0.009,0.014,0.955,0.023,0.636,0.953,0.142,0.962
03M250,M.S. 250 West Side Collaborative Middle School,Middle,162,0.82,0.97,0.76,0.97,0.95,0.95,0.068,0.296,0.006,0.749,0.154,0.642,0.006,0.37,0.5,0.08,0.889,0.911,0.267,0.971
03M256,Lafayette Academy,Middle,153,0.85,0.92,0.82,0.99,0.95,0.96,0.124,0.203,0,0.746,0.203,0.608,0.007,0.477,0.359,0.124,0.765,0.924,0.25,0.977
03M258,Community Action School - MS 258,Middle,239,0.86,0.95,0.73,0.96,0.95,0.92,0.046,0.255,0.042,0.806,0.172,0.695,0.025,0.351,0.536,0.079,0.833,0.927,0.233,0.968
03M291,West End Secondary School,Middle,314,0.87,0.88,0.78,0.95,0.96,0.92,0.006,0.223,0,0.201,0.041,0.108,0.08,0.045,0.201,0.64,0.516,0.96,0.063,0.972
03M333,P.S. 333 Manhattan School for Children,K-8,757,0.73,0.67,0.67,0.61,0.94,0.76,0.021,0.215,0.004,0.283,0.028,0.149,0.065,0.128,0.16,0.583,0.854,0.94,0.14,0.962
03M334,The Anderson School,K-8,522,0.85,0.78,0.79,0.77,0.96,0.88,0.002,0.084,0,0.143,0.002,0.071,0.291,0.025,0.09,0.479,0.786,0.973,0.017,0.961
03M415,Wadleigh Secondary School for the Performing & Vis,Middle,86,0.79,0.81,0.71,0.86,0.98,0.86,0.047,0.267,0.012,0.913,0.337,0.86,0.012,0.488,0.442,0.023,0.813,0.892,0.402,0.983
03M421,West Prep Academy,Middle,204,0.78,0.84,0.71,0.93,0.91,0.9,0.098,0.333,0.054,0.858,0.235,0.779,0.005,0.52,0.441,0.025,0.632,0.91,0.304,0.962
03M452,P.S. 452,Elementary,322,0.82,0.79,0.81,0.85,0.97,0.9,0.053,0.205,0.009,0.312,0.053,0.242,0.106,0.14,0.158,0.568,0.724,0.944,0.119,0.971
03M859,Special Music School,K-8,133,0.87,0.88,0.76,0.93,0.93,0.91,0,0.09,0,0.223,0.015,0.09,0.195,0.09,0.12,0.459,0.875,0.963,0.038,0.982
03M860,Frederick Douglass Academy II Secondary School,Middle,72,0.67,0.64,0.63,0.62,0.9,0.82,0.083,0.306,0.014,0.855,0.194,0.736,0.014,0.597,0.292,0.028,0.448,0.88,0.392,0.971
03M862,Mott Hall II,Middle,428,0.78,0.86,0.69,0.96,0.94,0.9,0.037,0.241,0.03,0.62,0.154,0.479,0.028,0.255,0.498,0.164,0.692,0.953,0.112,0.975
04M007,P.S. 007 Samuel Stern,K-8,378,0.68,0.68,0.6,0.69,0.87,0.79,0.098,0.288,0.103,0.939,0.27,0.876,0.037,0.302,0.611,0.026,0.634,0.875,0.462,0.975
04M012,Tag Young Scholars,K-8,601,0.83,0.76,0.77,0.81,0.9,0.8,0.008,0.052,0,0.381,0.025,0.231,0.413,0.161,0.151,0.173,0.6,0.968,0.058,0.97
04M037,River East Elementary,Elementary,228,0.83,0.95,0.82,0.97,0.95,0.97,0.057,0.303,0.026,0.87,0.211,0.763,0,0.412,0.522,0.035,0.818,0.903,0.377,0.981
04M038,P.S. 38 Roberto Clemente,Elementary,202,0.78,0.79,0.75,0.77,0.93,0.87,0.149,0.376,0.129,0.974,0.431,0.911,0.015,0.356,0.594,0.025,0.68,0.887,0.515,0.958
04M057,James Weldon Johnson,K-8,762,0.57,0.57,0.55,0.46,0.9,0.73,0.119,0.291,0.081,0.94,0.324,0.848,0.043,0.256,0.671,0.016,0.758,0.907,0.359,0.97
04M072,The Lexington Academy,K-8,604,0.75,0.7,0.68,0.69,0.9,0.81,0.111,0.272,0.088,0.913,0.303,0.834,0.028,0.161,0.781,0.022,0.667,0.893,0.398,0.969
04M083,P.S. 083 Luis Munoz Rivera,Elementary,383,0.87,0.86,0.84,0.88,0.97,0.96,0.099,0.272,0.091,0.81,0.138,0.723,0.089,0.193,0.692,0.018,0.882,0.925,0.306,0.983
04M096,P.S. 096 Joseph Lanzetta,K-8,367,0.77,0.76,0.72,0.78,0.91,0.86,0.226,0.341,0.106,0.964,0.267,0.91,0.019,0.24,0.692,0.025,0.738,0.906,0.423,0.964
04M102,P.S. 102 Jacques Cartier,Elementary,240,0.56,0.55,0.53,0.51,0.89,0.65,0.113,0.304,0.117,0.837,0.213,0.746,0.1,0.313,0.475,0.058,0.688,0.908,0.409,0.976
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,K-8,417,0.82,0.88,0.76,0.91,0.95,0.92,0.077,0.345,0.094,0.942,0.225,0.892,0.034,0.336,0.59,0.026,0.814,0.889,0.427,0.964
04M146,P.S. 146 Ann M. Short,Elementary,336,0.92,0.91,0.86,0.92,0.98,0.96,0.199,0.458,0.182,0.957,0.339,0.926,0.048,0.229,0.696,0.024,0.711,0.907,0.398,0.967
04M155,P.S. 155 William Paca,Elementary,217,0.69,0.69,0.72,0.69,0.9,0.77,0.438,0.378,0.157,0.973,0.226,0.945,0.009,0.078,0.88,0.005,0.577,0.918,0.316,0.967
04M171,P.S. 171 Patrick Henry,K-8,705,0.87,0.88,0.82,0.9,0.97,0.9,0.03,0.231,0.011,0.784,0.128,0.617,0.079,0.279,0.577,0.037,0.736,0.925,0.266,0.99
04M182,The Bilingual Bicultural School,Elementary,285,0.9,0.94,0.95,0.93,0.95,0.94,0.344,0.284,0.004,0.936,0.358,0.856,0.004,0.06,0.933,0.004,0.818,0.919,0.29,0.97
04M206,P.S. 206 Jose Celso Barbosa,K-8,477,0.75,0.73,0.66,0.79,0.94,0.87,0.149,0.442,0.059,0.874,0.174,0.788,0.019,0.245,0.673,0.042,0.545,0.919,0.302,0.955
04M224,M.S. 224 Manhattan East School for Arts & Academic,Middle,185,0.83,0.85,0.72,0.91,0.89,0.87,0.054,0.286,0.114,0.723,0.135,0.589,0.108,0.297,0.454,0.103,1,0.942,0.182,0.973
04M372,Esperanza Preparatory Academy,Middle,215,0.8,0.79,0.71,0.86,0.88,0.86,0.307,0.34,0.042,0.908,0.223,0.814,0.047,0.121,0.805,0.019,0.582,0.923,0.242,0.97
04M375,Mosaic Preparatory Academy,Elementary,271,0.69,0.7,0.64,0.66,0.93,0.76,0.107,0.387,0.092,0.953,0.369,0.911,0.018,0.387,0.539,0.011,0.71,0.864,0.606,0.966
04M377,Renaissance School of the Arts,Middle,168,0.85,0.86,0.71,0.96,0.94,0.9,0.071,0.28,0.06,0.947,0.28,0.887,0.012,0.399,0.554,0.012,0.824,0.918,0.273,0.957
04M497,Central Park East I,Elementary,156,0.81,0.68,0.87,0.82,0.97,0.85,0.058,0.276,0,0.514,0.09,0.288,0.103,0.135,0.391,0.288,0.412,0.93,0.209,0.973
04M610,Young Women's Leadership School,Middle,166,0.87,0.93,0.78,0.95,0.89,0.94,0.036,0.187,0,0.816,0.169,0.693,0.072,0.289,0.59,0.024,0.806,0.955,0.12,0.95
04M825,Isaac Newton Middle School for Math & Science,Middle,240,0.75,0.78,0.66,0.8,0.92,0.88,0.129,0.288,0.008,0.894,0.204,0.804,0.054,0.217,0.704,0.017,0.778,0.926,0.249,0.975
04M964,Central Park East II,K-8,452,0.84,0.84,0.68,0.86,0.94,0.88,0.033,0.283,0.02,0.661,0.111,0.502,0.053,0.319,0.409,0.148,0.732,0.923,0.267,0.98
05M030,P.S. 030 Hernandez/Hughes,Elementary,223,0.92,0.93,0.86,0.91,0.96,0.94,0.099,0.265,0.121,0.949,0.269,0.906,0.018,0.408,0.529,0.031,0.718,0.9,0.424,0.961
05M036,P.S. 036 Margaret Douglas,Elementary,286,0.67,0.75,0.73,0.58,0.96,0.8,0.105,0.409,0.259,0.905,0.203,0.846,0.014,0.402,0.573,0.01,0.9,0.906,0.403,0.959
05M046,P.S. 046 Arthur Tappan,K-8,579,0.82,0.79,0.84,0.82,0.96,0.86,0.102,0.351,0.15,0.954,0.269,0.884,0.01,0.477,0.492,0.01,0.714,0.886,0.448,0.965
05M092,P.S. 092 Mary McLeod Bethune,Elementary,241,0.82,0.88,0.81,0.84,0.93,0.88,0.075,0.415,0.183,0.955,0.398,0.884,0.008,0.631,0.34,0.012,0.833,0.894,0.451,0.964
